Event,Date,White,Black,Result,Opening,ECO,WhiteElo,BlackElo,TimeControl,Termination,EndgameStartMove,PawnCount,RookCount,QueenCount,Winner,WhiteElo_normalized,BlackElo_normalized,WhiteElo_scaled,BlackElo_scaled,Result_encoded,BaseTime,TimeControlValidation,UniqueID
Classic,2024.08.02,sconed,Agrani_sharma,0-1,Anderssen Defense,C25,1492,1533,1140+11,Normal,106.0,2.0,1.0,1.0,Black,0.3992687385740403,0.4142595978062158,-0.4275844198327904,-0.3218647942418751,0.0,1140.0,Correct,9836
Classic,2024.08.02,libgus,zolotoy_parenek,0-1,"Chigorin Defense, Modern Gambit",D07,1232,1280,1800+0,Normal,119.0,2.0,1.0,0.0,Black,0.3042047531992687,0.3217550274223035,-1.0932423432627272,-0.9697217694043068,0.0,1800.0,Correct,9837
Classic,2024.08.02,Avilashpramanik,EIMotswetla,1-0,Advance Variation,B12,1267,1307,1800+0,Normal,81.0,3.0,0.0,1.0,White,0.3170018281535649,0.3316270566727605,-1.003634545877928,-0.900582882726893,1.0,1800.0,Correct,9838
Classic,2024.08.02,AlexanderCHM,RomanSkryl,1/2-1/2,Chigorin Variation,D02,1260,1246,1500+0,Normal,92.0,3.0,0.0,0.0,Draw,0.3144424131627057,0.3093235831809872,-1.0215561053548878,-1.0567855526277163,0.5,1500.0,Correct,9839
Classic,2024.08.02,DanielTheHyperBoy1,guddapd,1-0,Rubinstein Variation,C10,1946,1877,1800+30,Normal,103.0,2.0,0.0,1.0,White,0.5652650822669105,0.5400365630712981,0.7347567233871761,0.559015836018506,1.0,1800.0,Correct,9840
Classic,2024.08.02,sugu4888,Grossvisier12,0-1,Queenside Fianchetto Variation,A04,1453,1377,1800+20,Normal,97.0,4.0,0.0,0.0,Black,0.3850091407678245,0.3572212065813529,-0.5274331083472809,-0.7213339172669316,0.0,1800.0,Correct,9841
Classic,2024.08.02,chessengineer16,chessprofessor16,1-0,Normal Variation,C44,1314,1532,900+15,Normal,150.0,3.0,1.0,0.0,White,0.3341864716636198,0.4138939670932359,-0.8833040751040548,-0.324425493748446,1.0,900.0,Correct,9842
Classic,2024.08.02,bahadiryagiz,triple_pawns,1/2-1/2,Modern Variations,B50,1746,1790,1800+0,Normal,117.0,4.0,0.0,0.0,Draw,0.4921389396709325,0.5082266910420475,0.2227121669026094,0.3362349789468399,0.5,1800.0,Correct,9843
Classic,2024.08.02,Pau83,sirenaMerklin,1-0,Philidor Defense,C41,1627,1600,1800+0,Normal,125.0,3.0,0.0,0.0,White,0.4486288848263254,0.4387568555758684,-0.0819543442057078,-0.1502979273016264,1.0,1800.0,Correct,9844
Classic,2024.08.02,zozo5,dimashkz,0-1,Wayward Queen Attack,C20,1206,1625,1500+0,Normal,104.0,3.0,0.0,1.0,Black,0.2946983546617916,0.4478976234003656,-1.1598081356057208,-0.0862804396373545,0.0,1500.0,Correct,9845
Classic,2024.08.02,Samodaykin_Valery,smilefemto,1-0,Blackburne-KostiÄ‡ Gambit,C50,1741,1754,1800+0,Normal,150.0,3.0,1.0,0.0,White,0.4903107861060329,0.4950639853747716,0.2099110529904952,0.2440497967102883,1.0,1800.0,Correct,9846
Classic,2024.08.02,snow_princess15,tharuviperera,0-1,Owen Defense,B00,1590,1678,1800+0,Normal,110.0,2.0,0.0,2.0,Black,0.4351005484460695,0.4672760511882998,-0.1766825871553526,0.0494366342109018,0.0,1800.0,Correct,9847
Classic,2024.08.02,Mark_Stepanov,AngelGirl25,0-1,"Advance Variation, Botvinnik-Carls Defense",B12,1794,1831,1800+0,Normal,85.0,2.0,1.0,1.0,Black,0.5096892138939672,0.5232175502742231,0.3456028604589054,0.4412236587162458,0.0,1800.0,Correct,9848
Classic,2024.08.02,Chesscake100,Battreek,0-1,"Giuoco Pianissimo, Normal",C50,1422,1500,1800+0,Normal,85.0,3.0,1.0,0.0,Black,0.373674588665448,0.4021937842778794,-0.6068000146023887,-0.406367877958714,0.0,1800.0,Correct,9849
Classic,2024.08.02,chah1,Ghana3189,1/2-1/2,Van't Kruijs Opening,A00,1552,1600,1200+10,Normal,112.0,2.0,2.0,0.0,Draw,0.4212065813528337,0.4387568555758684,-0.2739710528874203,-0.1502979273016264,0.5,1200.0,Correct,9850
Classic,2024.08.02,Accord_07-1305,LupetheTh1rd,0-1,Vienna Hybrid,C24,1725,1746,1800+0,Normal,117.0,4.0,0.0,0.0,Black,0.4844606946983547,0.4921389396709325,0.1689474884717298,0.2235642006577213,0.0,1800.0,Correct,9851
Classic,2024.08.02,yat_ya,Benedictus_okello,1/2-1/2,Valencian Variation,B01,1313,1299,900+15,Normal,78.0,4.0,0.0,0.0,Draw,0.3338208409506399,0.3287020109689214,-0.8858642978864776,-0.92106847877946,0.5,900.0,Correct,9852
Classic,2024.08.02,bulegelek,Byasha,1-0,Alekhine Defense,B02,1543,1490,1800+0,Normal,92.0,2.0,1.0,0.0,White,0.4179159049360147,0.3985374771480805,-0.2970130579292258,-0.4319748730244228,1.0,1800.0,Correct,9853
Classic,2024.08.02,chess2000point,schachmattmeister,1-0,"Anglo-Indian Defense, Queen's Knight Variation",A16,1978,2328,1500+10,Normal,110.0,3.0,1.0,0.0,White,0.576965265082267,0.7049360146252286,0.8166838524247069,1.7138913134819709,1.0,1500.0,Correct,9854
Classic,2024.08.02,la_quang_nhat,AlexanderCHM,1-0,Mieses-Kotroc Variation,B01,1321,1260,900+20,Normal,102.0,4.0,0.0,0.0,White,0.336745886654479,0.3144424131627057,-0.865382515627095,-1.020935759535724,1.0,900.0,Correct,9855
Classic,2024.08.02,Aquila78,kkoprucu,1/2-1/2,Modern Variation,A01,1528,1530,1800+0,Normal,114.0,2.0,1.0,0.0,Draw,0.4124314442413163,0.4131627056672761,-0.3354163996655683,-0.3295468927615877,0.5,1800.0,Correct,9856
Classic,2024.08.02,Gennadiy2007,QamarM,0-1,Scotch Game,C44,1607,1564,1800+0,Normal,108.0,2.0,1.0,0.0,Black,0.4413162705667276,0.4255941499085923,-0.1331587998541644,-0.2424831095381779,0.0,1800.0,Correct,9857
Classic,2024.08.02,Okarate1,HollyMash,1-0,Ponziani Gambit,C24,1382,1399,1800+0,Normal,93.0,3.0,0.0,0.0,White,0.3590493601462523,0.3652650822669104,-0.7092089258993021,-0.6649985281223725,1.0,1800.0,Correct,9858
Classic,2024.08.02,MELS1948,Guppie89,0-1,"Panov Attack, Modern Defense",B13,1937,1923,2700+30,Normal,119.0,2.0,0.0,0.0,Black,0.5619744058500915,0.556855575868373,0.7117147183453707,0.6768080133207663,0.0,2700.0,Correct,9859
Rated Correspondence game,2024.08.02,Sherstikov,TecnoTom,1-0,Exchange Variation,C41,1866,1717,-,Normal,88.0,4.0,0.0,0.0,White,0.5360146252285193,0.4815356489945156,0.5299389007933495,0.1493039149671659,1.0,,Correct,9860
Classic,2024.08.02,Dhiyap2017,Arkapal12345,1-0,Spanish Variation,C48,1449,1500,1800+0,Normal,82.0,4.0,0.0,0.0,White,0.3835466179159049,0.4021937842778794,-0.5376739994769723,-0.406367877958714,1.0,1800.0,Correct,9861
Classic,2024.08.02,Soroka-Man,Andy2366,1-0,"Classical Variation, Svenonius Variation",C10,1388,1449,1800+0,Normal,88.0,4.0,0.0,0.0,White,0.3612431444241316,0.3835466179159049,-0.6938475892047651,-0.5369635527938287,1.0,1800.0,Correct,9862
Classic,2024.08.02,Aprendiz60,silvano40,0-1,Queen's Gambit Declined,D30,1835,1603,1500+0,Normal,126.0,4.0,0.0,0.0,Black,0.5246800731261426,0.4398537477148081,0.4505719945382416,-0.1426158287819138,0.0,1500.0,Correct,9863
Classic,2024.08.02,KIZILELMA06,sadek123,1-0,Queen's Pawn Game,D00,1248,1195,1800+0,Normal,118.0,2.0,2.0,0.0,White,0.310054844606947,0.2906764168190128,-1.0522787787439618,-1.187381227462831,1.0,1800.0,Correct,9864
Classic,2024.08.02,neschka,Nevchess1,0-1,Three Knights Opening,C46,1334,1303,1800+0,Normal,114.0,2.0,1.0,1.0,Black,0.3414990859232175,0.330164533820841,-0.8320996194555981,-0.9108256807531764,0.0,1800.0,Correct,9865
Classic,2024.08.02,zan2015,markrob56,0-1,"Advance Variation, Botvinnik-Carls Defense",B12,1648,1728,1800+20,Normal,85.0,4.0,0.0,0.0,Black,0.4563071297989032,0.4855575868372944,-0.0281896657748283,0.1774716095394456,0.0,1800.0,Correct,9866
Classic,2024.08.02,yadunandanofindia,mithularini,0-1,"Morphy Defense, Steinitz Deferred",C79,1673,1958,1800+30,Normal,105.0,4.0,0.0,0.0,Black,0.4654478976234004,0.5696526508226691,0.0358159037857425,0.7664324960507469,0.0,1800.0,Correct,9867
Classic,2024.08.02,CalicoJack_17,Imortal1964,1-0,Najdorf Variation,B90,1916,1963,1800+0,Normal,102.0,3.0,1.0,0.0,White,0.5542961608775138,0.5714808043875687,0.6579500399144912,0.7792359935836013,1.0,1800.0,Correct,9868
Classic,2024.08.02,sydor-mydor,Sal-Rahimy,1-0,Modern Variations,B50,1420,1356,1800+0,Normal,113.0,2.0,2.0,0.0,White,0.3729433272394882,0.3495429616087752,-0.6119204601672344,-0.7751086069049201,1.0,1800.0,Correct,9869
Classic,2024.08.02,tansan2024,Gallus19,0-1,Alapin Variation,B22,1741,1684,1800+0,Normal,94.0,3.0,0.0,0.0,Black,0.4903107861060329,0.4694698354661792,0.2099110529904952,0.064800831250327,0.0,1800.0,Correct,9870
Classic,2024.08.02,menonvm,homayoon1355,1-0,Queen's Pawn Game,D00,1417,1393,1800+0,Time forfeit,107.0,2.0,2.0,0.0,White,0.3718464351005485,0.3630712979890311,-0.6196011285145029,-0.6803627251617976,1.0,1800.0,Correct,9871
Classic,2024.08.02,kysh10,abe_91,1/2-1/2,"King's English Variation, Reversed Sicilian",A21,1293,1328,1800+0,Normal,92.0,1.0,2.0,0.0,Draw,0.326508226691042,0.3393053016453382,-0.9370687535349344,-0.8468081930889045,0.5,1800.0,Correct,9872
Classic,2024.08.02,VIKTORG1977,essamdeep1958,0-1,Mieses-Kotroc Variation,B01,1704,1725,1020+12,Normal,95.0,3.0,0.0,0.0,Black,0.476782449725777,0.4844606946983547,0.1151828100408503,0.1697895110197329,0.0,1020.0,Correct,9873
Classic,2024.08.02,ch3ssm4n14,mogilevv,1-0,Vienna Game,C25,1736,1685,1800+0,Normal,107.0,2.0,0.0,1.0,White,0.4884826325411335,0.469835466179159,0.197109939078381,0.0673615307568979,1.0,1800.0,Correct,9874
Classic,2024.08.02,onetwothreefoursix,Powerfulll,1-0,"Scandinavian Variation, Exchange Variation",B00,2289,2405,1800+0,Normal,91.0,3.0,1.0,0.0,White,0.6906764168190128,0.7330895795246801,1.6129131377582082,1.911065175487928,1.0,1800.0,Correct,9875
Classic,2024.08.02,shogiban,Ritees,1-0,Queen's Pawn Game,A40,1634,1543,1800+2,Normal,118.0,2.0,2.0,0.0,White,0.4511882998171846,0.4179159049360147,-0.0640327847287479,-0.2962577991761663,1.0,1800.0,Correct,9876
Classic,2024.08.02,Gheddoto,SUSANTA-P,0-1,Scotch Game,C44,1307,1338,1800+0,Normal,94.0,2.0,1.0,0.0,Black,0.3316270566727605,0.3429616087751371,-0.9012256345810148,-0.8212011980231958,0.0,1800.0,Correct,9877
Rated Correspondence game,2024.08.02,Lanselot-Barboskin,Talatqt,1/2-1/2,"Semi-Tarrasch Defense, Pillsbury Variation",D40,2309,2243,-,Normal,90.0,2.0,2.0,0.0,Draw,0.6979890310786107,0.673857404021938,1.6641175934066648,1.4962318554234464,0.5,,Correct,9878
Classic,2024.08.02,matisse1922,Viraditya,1/2-1/2,Marshall Defense,D06,1495,1460,1500+2,Normal,82.0,4.0,0.0,0.0,Draw,0.4003656307129799,0.3875685557586837,-0.4199037514855219,-0.508795858221549,0.5,1500.0,Correct,9879
Classic,2024.08.02,Rob00012,Lu_Lan,0-1,Nimzowitsch Defense,B00,1599,1525,1800+0,Normal,156.0,1.0,2.0,0.0,Black,0.4383912248628885,0.4113345521023767,-0.1536405821135471,-0.3423503902944421,0.0,1800.0,Correct,9880
Classic,2024.08.02,Alecjan,Grischa72,1-0,Two Knights Variation,C00,2024,2142,1800+0,Normal,92.0,4.0,0.0,0.0,White,0.593784277879342,0.636928702010969,0.9344541004161572,1.237601205259788,1.0,1800.0,Correct,9881
Classic,2024.08.02,Igor_v53,permatahati,0-1,Modern Defense,B06,1789,1763,1800+0,Normal,124.0,3.0,1.0,0.0,Black,0.5078610603290677,0.4983546617915906,0.3328017465467912,0.2670960922694262,0.0,1800.0,Correct,9882
Classic,2024.08.02,mary-bakhshi,ChEsS0315,1/2-1/2,Rapport-Jobava System,D01,1607,1607,1800+3,Normal,98.0,2.0,2.0,0.0,Draw,0.4413162705667276,0.4413162705667276,-0.1331587998541644,-0.1323730307556303,0.5,1800.0,Correct,9883
Classic,2024.08.02,faroles,vertigo73,1/2-1/2,"Veresov Attack, Classical Defense",A46,1619,1655,1500+3,Normal,104.0,4.0,0.0,0.0,Draw,0.4457038391224863,0.4588665447897624,-0.1024361264650904,-0.0094594544402283,0.5,1500.0,Correct,9884
Classic,2024.08.02,tktio,Gaidyk110878,0-1,"Orthodox Defense, Rubinstein Variation",D61,2037,1961,1500+10,Normal,141.0,4.0,0.0,0.0,Black,0.5985374771480805,0.5707495429616088,0.967736996587654,0.7741145945704596,0.0,1500.0,Correct,9885
Classic,2024.08.02,stratefoot,kwaze-Ramoni,1/2-1/2,LÃ¶wenthal Variation,B32,1695,1696,1800+0,Normal,85.0,3.0,1.0,0.0,Draw,0.473491773308958,0.4738574040219379,0.0921408049990448,0.0955292253291776,0.5,1800.0,Correct,9886
Classic,2024.08.02,Rafabellver,jali68,1/2-1/2,Rubinstein Variation,A84,1895,1928,1800+0,Normal,74.0,4.0,0.0,0.0,Draw,0.546617915904936,0.5586837294332725,0.6041853614836117,0.6896115108536207,0.5,1800.0,Correct,9887
Classic,2024.08.02,Drost1994,Ronikazarei92,1-0,Zukertort Variation,D02,1229,1148,1800+0,Normal,71.0,3.0,0.0,1.0,White,0.303107861060329,0.273491773308958,-1.1009230116099955,-1.307734104271662,1.0,1800.0,Correct,9888
Classic,2024.08.02,sergio---7,Hassani1393,1-0,"Classical Variation, Quiet System",B08,1922,1901,1800+0,Normal,95.0,3.0,0.0,0.0,White,0.5564899451553931,0.5488117001828154,0.6733113766090282,0.6204726241762071,1.0,1800.0,Correct,9889
Classic,2024.08.02,baldac,Adnan_Qasimov,1/2-1/2,Scotch Game,C45,1351,1321,1800+0,Normal,122.0,3.0,1.0,0.0,Draw,0.3477148080438756,0.336745886654479,-0.78857583215441,-0.8647330896349007,0.5,1800.0,Correct,9890
Classic,2024.08.02,Gavure,tucino,1/2-1/2,Pawn Push Variation,A45,1272,1248,1800+0,Normal,97.0,4.0,0.0,0.0,Draw,0.3188299817184643,0.310054844606947,-0.990833431965814,-1.0516641536145743,0.5,1800.0,Correct,9891
Classic,2024.08.02,aliphz110,alisha2609,1-0,Napoleon Attack,C20,1628,1280,1500+0,Normal,143.0,2.0,2.0,0.0,White,0.4489945155393053,0.3217550274223035,-0.0793941214232849,-0.9697217694043068,1.0,1500.0,Correct,9892
Classic,2024.08.02,devansh123d,Midhun2018,1-0,"Morphy Defense, Wormald Attack",C77,1339,1342,1800+0,Normal,105.0,2.0,2.0,0.0,White,0.343327239488117,0.3444241316270566,-0.8192985055434839,-0.8109583999969123,1.0,1800.0,Correct,9893
Classic,2024.08.02,Hydro1667,Prakriti_Upadhyaya,0-1,Benoni Gambit Accepted,A43,1891,1970,1800+0,Normal,125.0,2.0,2.0,0.0,Black,0.5447570332480818,0.5732018985031033,0.6147887984802841,0.8166131486502856,0.0,1800.0,Correct,9894
Classic,2024.08.02,ELSHA3R,DmitryTitov,1/2-1/2,"Urusov Gambit, Keidansky Gambit",C43,1687,1665,1800+0,Normal,112.0,2.0,0.0,0.0,Draw,0.4702228717573986,0.4618473895582329,0.0915139263848433,0.0342422207861242,0.5,1800.0,Correct,9895
Classic,2024.08.02,Ghahremanjavan,Ghahremanjavan3,1-0,Zukertort Variation,D02,1490,1500,9900+0,Normal,110.0,2.0,2.0,0.0,White,0.3982462550237486,0.4016064257028112,-0.413805435393597,-0.3890076254354712,1.0,9900.0,Correct,9896
Classic,2024.08.02,AlisasKnight,King_Noob_I,1-0,Marshall Gambit,C10,1688,1695,1800+0,Normal,83.0,3.0,1.0,0.0,White,0.4705882352941177,0.4728002920774005,0.0940789992872719,0.1111967382809597,1.0,1800.0,Correct,9897
Classic,2024.08.02,QtBoi,astraliec,0-1,Accelerated London System,D00,1775,1730,1800+0,Normal,110.0,3.0,1.0,0.0,Black,0.5023748629886737,0.4855786783497626,0.3172403417985628,0.2009770086916012,0.0,1800.0,Correct,9898
Rated Correspondence game,2024.08.02,tototutu,sergi_sole_04,1-0,London System,A48,2015,1949,-,Normal,108.0,2.0,2.0,0.0,White,0.5900621118012421,0.565534866739686,0.9328578383814344,0.7627449864039006,1.0,,Correct,9899
Classic,2024.08.02,wenxuanning,Pranav004,0-1,Normal Variation,C22,1396,1361,1800+20,Normal,84.0,2.0,1.0,0.0,Black,0.3639020825721593,0.3508579773640015,-0.6549222882218884,-0.7455635564948758,0.0,1800.0,Correct,9900
Classic,2024.08.02,tahamohammad,carciofo,0-1,Giuoco Pianissimo,C50,1681,1690,2400+5,Normal,92.0,1.0,2.0,0.0,Black,0.4680306905370844,0.4709748083242059,0.0761234889702715,0.0983709853651538,0.0,2400.0,Correct,9901
Classic,2024.08.02,stoinema,LW15,0-1,Copenhagen Defense,C21,1438,1490,1800+0,Normal,114.0,4.0,0.0,0.0,Black,0.3792473511143587,0.3979554581964221,-0.5471892263198859,-0.414659131267083,0.0,1800.0,Correct,9902
Classic,2024.08.02,suki2013,venance,0-1,Vienna Gambit,C29,1826,1815,1800+0,Normal,112.0,3.0,0.0,1.0,Black,0.5210084033613445,0.5166119021540708,0.448059059822423,0.4190148082603019,0.0,1800.0,Correct,9903
Classic,2024.08.02,lqaraman,Whitewalker24,0-1,Anti-Torre,D02,1510,1502,1800+0,Normal,104.0,3.0,0.0,1.0,Black,0.4055535257581293,0.402336619204089,-0.3625039773450244,-0.3838773242691488,0.0,1800.0,Correct,9904
Classic,2024.08.02,Halehandros,Myauno,1-0,Paleface Attack,A45,1833,1863,1800+0,Normal,88.0,4.0,0.0,0.0,White,0.5235659481183779,0.5341365461847389,0.4660145701394235,0.5421420362520388,1.0,1800.0,Correct,9905
Classic,2024.08.02,Ostatni1972,Alisoy57,1/2-1/2,Steinitz Defense,C62,1883,1879,1800+0,Normal,126.0,3.0,0.0,0.0,Draw,0.5418341249543295,0.5399780941949617,0.594268215260855,0.5831844455826177,0.5,1800.0,Correct,9906
Classic,2024.08.02,keilda,Ramkishore0704,1-0,Modern Variation,A01,1543,1569,1800+0,Normal,121.0,3.0,0.0,1.0,White,0.4176105224698574,0.4267981014968967,-0.2778565715648796,-0.2120122351973494,1.0,1800.0,Correct,9907
Classic,2024.08.02,iptaan912,Kozari,0-1,Paris Defense,C50,1642,1631,1800+0,Normal,83.0,3.0,1.0,0.0,Black,0.453781512605042,0.4494341000365096,-0.023914354224445,-0.052972899041356,0.0,1800.0,Correct,9908
Classic,2024.08.02,Nageshchess123,dice2,1/2-1/2,KÃ¡das Opening,A00,1182,1219,1800+0,Normal,70.0,2.0,2.0,0.0,Draw,0.2857142857142857,0.2990142387732749,-1.2038478893416154,-1.109814939303764,0.5,1800.0,Correct,9909
Classic,2024.08.02,demidovich_t,zeusmaelbernil,1-0,Mengarini Variation,B20,1971,1964,1800+0,Normal,75.0,2.0,2.0,0.0,White,0.5739861161856046,0.5710113179992699,0.8199946306745746,0.8012222451513185,1.0,1800.0,Correct,9910
Classic,2024.08.02,begum-ela61,FaizPutrajaya,0-1,Tennison Gambit,A06,817,921,1800+0,Normal,109.0,2.0,1.0,1.0,Black,0.1523565948118377,0.1902154070828769,-2.1400994987280657,-1.874229813085797,0.0,1800.0,Correct,9911
Classic,2024.08.02,Saadtop,tossclaudin26,1-0,Queen's Gambit Declined,D53,1713,1617,900+15,Normal,126.0,4.0,0.0,0.0,White,0.4797223237120935,0.4443227455275648,0.1582058218479877,-0.0888850072056126,1.0,900.0,Correct,9912
Classic,2024.08.02,erfan-92,fjbernil14,0-1,Taimanov Variation,B46,2299,2206,1800+0,Normal,127.0,3.0,0.0,1.0,Black,0.6938253562294483,0.6593647316538883,1.6613385426711655,1.4219886862763251,0.0,1800.0,Correct,9913
Classic,2024.08.02,NagarAndrey,srm1003,1/2-1/2,Philidor Defense,C41,1654,1642,1800+3,Normal,144.0,2.0,0.0,0.0,Draw,0.4581658750456704,0.4534501642935378,0.0068665206046984,-0.024756242626583,0.5,1800.0,Correct,9914
Rated Correspondence game,2024.08.02,Johnny_Maldonado,Blackermj,0-1,Modern Defense,A40,1944,1724,-,Normal,94.0,1.0,1.0,1.0,Black,0.5641213006941908,0.4833880978459292,0.7507376623090015,0.1855861051926341,0.0,,Correct,9915
Classic,2024.08.02,Myauno,Halehandros,0-1,Slav Defense,D10,1853,1839,1800+0,Normal,103.0,4.0,0.0,0.0,Black,0.5308732188527585,0.5253742241694049,0.5173160281879962,0.4805784222561703,0.0,1800.0,Correct,9916
Classic,2024.08.02,chessy06praneet,Mitran2015,1-0,"Classical Variation, Giuoco Pianissimo",C54,1446,1441,1800+0,Normal,127.0,2.0,1.0,1.0,White,0.382170259408111,0.3800657174151149,-0.5266686431004568,-0.5403515098419811,1.0,1800.0,Correct,9917
Classic,2024.08.02,HetGrasmat,heikowtal,1-0,GÃ¶ring Gambit,C44,2014,1691,1800+0,Normal,97.0,4.0,0.0,0.0,White,0.5896967482645232,0.4713399050748448,0.9302927654790056,0.100936135948315,1.0,1800.0,Correct,9918
Classic,2024.08.02,Tyson08m,RAJCALVIN,1/2-1/2,Sicilian Invitation,A04,1668,1685,1800+0,Normal,94.0,4.0,0.0,0.0,Draw,0.4632809645597369,0.4691493245710113,0.0427775412386993,0.0855452324493479,0.5,1800.0,Correct,9919
Classic,2024.08.02,Rominaji,unlu1994,1/2-1/2,Wayward Queen Attack,C20,1500,1556,1800+20,Normal,96.0,4.0,0.0,0.0,Draw,0.401899890390939,0.4220518437385907,-0.3881547063693107,-0.2453591927784448,0.5,1800.0,Correct,9920
Classic,2024.08.02,rmendes,Aadvik2013,0-1,Leningrad Variation,E30,1815,1822,1800+20,Normal,118.0,1.0,2.0,0.0,Black,0.5169894044574352,0.5191675794085433,0.4198432578957081,0.4369708623424302,0.0,1800.0,Correct,9921
Classic,2024.08.02,chessname4,Muohi50,0-1,Ragozin Defense,D38,1560,1582,120+35,Normal,102.0,2.0,1.0,0.0,Black,0.4238217025940811,0.4315443592552026,-0.2342503322235928,-0.178665277616254,0.0,120.0,Correct,9922
Classic,2024.08.02,Ashex,boneash,1-0,Caro-Kann Defense,B10,1407,1354,1800+0,Normal,92.0,2.0,0.0,1.0,White,0.3679210814760686,0.348302300109529,-0.6267064862951734,-0.7635196105770041,1.0,1800.0,Correct,9923
Classic,2024.08.02,DobrovAlex_chess,shabnam1920,1-0,Three Knights Game,C42,1818,1830,1500+5,Normal,111.0,3.0,1.0,0.0,White,0.5180854950675922,0.5220883534136546,0.427538476602994,0.4574920670077197,1.0,1500.0,Correct,9924
Classic,2024.08.02,whitewalker24,vedantmalani8x8,1-0,Giuoco Piano,C50,1508,1479,1800+0,Normal,138.0,2.0,2.0,0.0,White,0.4048227986846912,0.3939393939393939,-0.3676341231498816,-0.4428757876818561,1.0,1800.0,Correct,9925
Classic,2024.08.02,Heaven-chess,Gurya_00,1-0,Boi Variation,C23,1225,1182,1800+0,Normal,85.0,2.0,1.0,1.0,White,0.3014249177932042,0.2855056589996348,-1.0935497545371844,-1.204725510880728,1.0,1800.0,Correct,9926
Classic,2024.08.02,Mahrous1,wizzard777,0-1,"Classical Variation, Giuoco Pianissimo, with h6",C54,1610,1640,1800+0,Normal,85.0,2.0,2.0,0.0,Black,0.4420898794300329,0.4527199707922599,-0.1059966871021612,-0.0298865437929053,0.0,1800.0,Correct,9927
Classic,2024.08.02,sergeydemin,hatambro,1/2-1/2,Lolli Variation,C44,1304,1304,1800+0,Normal,77.0,2.0,2.0,0.0,Draw,0.330288637194008,0.3300474625775831,-0.8909089952453224,-0.8917771397350633,0.5,1800.0,Correct,9928
Classic,2024.08.02,Fb4u2d,delcastillo58,1/2-1/2,English Defense,A40,1701,1788,900+15,Normal,110.0,3.0,0.0,0.0,Draw,0.4753379612714651,0.50675428988682,0.1274249470188441,0.3497557425149499,0.5,900.0,Correct,9929
Rated Correspondence game,2024.08.02,MatthewMoulding,wil7272,1-0,Hillbilly Attack,B10,1526,1473,-,Normal,109.0,3.0,0.0,1.0,White,0.4113993423456338,0.3917488134355604,-0.3214628109061663,-0.4582666911808232,1.0,,Correct,9930
Classic,2024.08.02,romankorepov,yuzasif,1-0,Valencian Variation,B01,1365,1501,1800+0,Normal,102.0,3.0,1.0,0.0,White,0.3525758129338692,0.4019715224534501,-0.7344395481971759,-0.38644247485231,1.0,1800.0,Correct,9931
Classic,2024.08.02,fernandomasgal,spacecat28,1-0,Anti-Torre,D02,1265,1193,1800+0,Normal,119.0,3.0,1.0,0.0,White,0.3160394592619656,0.289521723256663,-0.9909468384400392,-1.1765088544659548,1.0,1800.0,Correct,9932
Classic,2024.08.02,Niebla,vaibhavkashyap34,0-1,Advance Variation,B12,1449,1479,900+15,Normal,86.0,3.0,0.0,0.0,Black,0.3832663500182682,0.3939393939393939,-0.518973424393171,-0.4428757876818561,0.0,900.0,Correct,9933
Classic,2024.08.02,carlsen_bot,newAARAV021,0-1,Wayward Queen Attack,C20,641,760,1800+0,Normal,93.0,1.0,1.0,1.0,Black,0.0880526123492875,0.1314348302300109,-2.5915523295555047,-2.287219056974748,0.0,1800.0,Correct,9934
Classic,2024.08.02,kirill123657657,lxknvlk,1/2-1/2,Queen's Gambit Declined,D53,1307,1346,1800+0,Normal,78.0,4.0,0.0,0.0,Draw,0.3313847278041651,0.3453815261044176,-0.8832137765380366,-0.7840408152422936,0.5,1800.0,Correct,9935
Rated Correspondence game,2024.08.02,Peerban,georg-stamoulakis,1-0,Staunton-Cochrane Variation,B20,1758,1897,-,Normal,121.0,3.0,0.0,1.0,White,0.4961636828644502,0.5465498357064622,0.2736341024572761,0.629357156079519,1.0,,Correct,9936
Classic,2024.08.02,MarziVaska,BlackwellB,0-1,Zukertort Variation,D02,1426,1601,2400+3,Normal,119.0,2.0,1.0,0.0,Black,0.3748629886737304,0.438481197517342,-0.5779701011490295,-0.1299274165361915,0.0,2400.0,Correct,9937
Classic,2024.08.02,EgorrrS,ss_sergey,0-1,"Giuoco Pianissimo, Canal Variation",C50,1873,1788,2400+180,Normal,102.0,3.0,1.0,0.0,Black,0.5381804895871392,0.50675428988682,0.5686174862365687,0.3497557425149499,0.0,2400.0,Correct,9938
Classic,2024.08.02,jill999,Erickegon,0-1,Accelerated London System,D00,1516,1630,1800+10,Normal,107.0,4.0,0.0,0.0,Black,0.4077457069784435,0.4490690032858707,-0.3471135399304526,-0.0555380496245172,0.0,1800.0,Correct,9939
Classic,2024.08.02,aknadee-rayansa,nawallll,0-1,Italian Variation,C50,1605,1505,1800+0,Normal,137.0,3.0,1.0,0.0,Black,0.4402630617464377,0.4034319094560058,-0.1188220516143044,-0.3761818725196653,0.0,1800.0,Correct,9940
Classic,2024.08.02,AlessandroG2,Aditya_24102016,1/2-1/2,"Rubinstein Variation, Fort Knox Variation",C10,1824,1857,1800+20,Normal,122.0,4.0,0.0,0.0,Draw,0.5202776762879064,0.5319459656809055,0.4429289140175658,0.5267511327530717,0.5,1800.0,Correct,9941
